AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,SexuponOutcome1,AgeuponOutcome,Breed,Breed1,Breed2,year,month,date,Color,Color1,Color2
A664304,,2013-10-03 12:27:00,Transfer,SCRP,Cat,Intact,Male,10 months,Domestic Shorthair Mix,,,2013,10,3,Orange Tabby,,
A698066,Diva,2015-03-07 12:50:00,Transfer,Partner,Dog,Spayed,Female,4 years,German Shepherd Mix,,,2015,3,7,White,,
A680585,Olivia,2014-07-16 17:48:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2014,7,16,Brown Tabby,White,
A699715,Ashley,2015-05-13 11:51:00,Transfer,Partner,Dog,Spayed,Female,6 years,Catahoula,Labrador Retriever,,2015,5,13,White,Tan,
A702246,,2015-05-15 17:47:00,Adoption,,Dog,Spayed,Female,9 months,Miniature Poodle Mix,,,2015,5,15,Black,White,
A711918,Jaqueline,2015-09-19 14:33:00,Adoption,,Dog,Spayed,Female,3 years,Jack Russell Terrier,Pit Bull,,2015,9,19,Red,,
A676430,Tabitha,2014-11-23 12:43:00,Adoption,,Cat,Spayed,Female,8 months,Domestic Shorthair Mix,,,2014,11,23,Torbie,,
A677577,Roxie,2014-05-01 16:12:00,Adoption,,Dog,Spayed,Female,10 months,Queensland Heeler,Shetland Sheepdog,,2014,5,1,Red Tick,Black,
A683666,,2015-09-01 00:00:00,Transfer,Partner,Cat,Neutered,Male,1 year,Domestic Shorthair Mix,,,2015,9,1,White,Cream Tabby,
A713754,Harper,2015-10-27 16:44:00,Adoption,,Dog,Neutered,Male,1 year,Catahoula Mix,,,2015,10,27,Blue Merle,,
A703631,Hanley,2015-07-03 18:50:00,Adoption,,Dog,Neutered,Male,1 year,Labrador Retriever Mix,,,2015,7,3,Black,White,
A676209,Boomer,2014-07-24 15:02:00,Adoption,Foster,Dog,Neutered,Male,3 months,Labrador Retriever Mix,,,2014,7,24,Yellow,,
A667508,Brownie,2013-11-19 18:30:00,Return_to_owner,,Dog,Intact,Male,6 years,Chihuahua Shorthair Mix,,,2013,11,19,Chocolate,Tan,
A671105,,2014-01-21 15:20:00,Transfer,SCRP,Cat,Unknown,,1 year,Domestic Longhair Mix,,,2014,1,21,Black,,
A676056,Swisha,2014-04-10 10:13:00,Return_to_owner,,Dog,Neutered,Male,2 years,American Pit Bull Terrier Mix,,,2014,4,10,Tan,White,
A667963,,2013-11-30 18:48:00,Adoption,,Dog,Spayed,Female,5 years,Dachshund Longhair Mix,,,2013,11,30,Tan,White,
A702207,,2015-05-10 17:16:00,Euthanasia,Suffering,Cat,Neutered,Male,12 years,Domestic Longhair Mix,,,2015,5,10,Orange Tabby,White,
A672065,Dutchess,2014-04-08 12:50:00,Adoption,,Dog,Spayed,Female,2 years,German Shepherd Mix,,,2014,4,8,Sable,,
A688852,Buddy,2014-10-18 18:48:00,Adoption,,Dog,Neutered,Male,6 years,Labrador Retriever Mix,,,2014,10,18,Black,White,
A705885,Meowser,2015-06-27 18:24:00,Adoption,,Cat,Neutered,Male,3 months,Domestic Shorthair Mix,,,2015,6,27,Black,,
A670949,Cassie,2014-02-01 11:13:00,Return_to_owner,,Dog,Spayed,Female,8 months,Doberman Pinsch Mix,,,2014,2,1,Tricolor,,
A665666,Teddy,2013-12-27 15:49:00,Transfer,Partner,Cat,Neutered,Male,1 year,Domestic Shorthair Mix,,,2013,12,27,Black,,
A714575,Isis,2015-10-31 15:18:00,Transfer,Partner,Cat,Intact,Female,15 years,Domestic Shorthair Mix,,,2015,10,31,Black,,
A690480,,2014-10-22 17:46:00,Transfer,Partner,Dog,Intact,Female,3 weeks,Pointer Mix,,,2014,10,22,Chocolate,White,
A691636,Dali,2014-11-13 16:07:00,Adoption,,Dog,Neutered,Male,5 months,Dachshund,Jack Russell Terrier,,2014,11,13,White,Brown,
A678482,,2014-05-14 19:15:00,Adoption,,Dog,Neutered,Male,2 years,Miniature Poodle,Miniature Schnauzer,,2014,5,14,Black,White,
A687785,Bella,2014-12-30 09:38:00,Adoption,Foster,Dog,Spayed,Female,2 years,Whippet Mix,,,2014,12,30,Brown Brindle,White,
A716839,Dino,2015-11-27 14:06:00,Return_to_owner,,Dog,Intact,Male,2 years,Australian Shepherd Mix,,,2015,11,27,Brown Merle,White,
A718547,,2016-01-11 14:23:00,Adoption,,Dog,Spayed,Female,2 years,Labrador Retriever Mix,,,2016,1,11,Tan,White,
A687989,,2014-09-12 18:38:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Shorthair Mix,,,2014,9,12,Calico,,
A694408,Emma,2015-05-28 13:14:00,Transfer,Partner,Dog,Spayed,Female,1 year,Pit Bull Mix,,,2015,5,28,Brown Tiger,White,
A698940,,2015-03-21 09:00:00,Transfer,SCRP,Cat,Intact,Male,2 years,Domestic Shorthair Mix,,,2015,3,21,Brown Tabby,White,
A666074,Jackson,2013-10-30 15:14:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2013,10,30,Brown Tabby,,
A675549,Marco,2014-04-08 15:29:00,Transfer,Partner,Dog,Neutered,Male,4 years,Chihuahua Shorthair Mix,,,2014,4,8,White,Brown,
A682131,,2014-06-24 19:15:00,Transfer,Partner,Cat,Intact,Male,3 weeks,Domestic Shorthair Mix,,,2014,6,24,Brown Tabby,,
A674737,Byron,2014-05-27 08:21:00,Adoption,Foster,Cat,Intact,Male,2 months,Domestic Shorthair Mix,,,2014,5,27,Black,,
A719876,Oreo,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed,Female,1 year,Rat Terrier Mix,,,2016,2,2,White,Black,
A676626,Pia,2014-05-30 16:54:00,Adoption,Foster,Dog,Spayed,Female,2 months,English Pointer Mix,,,2014,5,30,Brown,White,
A666478,Bleu,2013-11-04 17:51:00,Adoption,,Dog,Spayed,Female,1 year,Miniature Schnauzer,Yorkshire Terrier,,2013,11,4,Black,White,
A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed,Female,3 years,Cairn Terrier Mix,,,2014,7,15,Buff,,
A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered,Male,9 years,Labrador Retriever,Pit Bull,,2014,1,20,Black,,
A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed,Female,2 years,Domestic Shorthair Mix,,,2015,9,7,White,Black,
A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed,Female,5 years,Great Dane,,,2013,12,2,Black,White,
A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact,Male,2 years,Chihuahua Shorthair Mix,,,2015,11,29,Black,White,
A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered,Male,2 years,Chesa Bay Retr,,,2015,5,1,Brown,,
A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered,Male,7 years,German Shepherd,,,2015,11,3,Brown,Black,
A684709,,2014-07-28 09:00:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2014,7,28,Brown Tabby,White,
A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed,Female,6 years,Domestic Shorthair Mix,,,2015,11,21,Black,White,
A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,7,12,Orange Tabby,White,
A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed,Female,1 year,Chihuahua Shorthair Mix,,,2015,5,10,Tan,Black,
A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2013,11,14,Orange Tabby,White,
A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed,Female,6 years,Plott Hound Mix,,,2014,11,8,Brown Brindle,,
A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact,Male,2 months,Domestic Shorthair Mix,,,2015,5,26,Brown Tabby,White,
A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed,Female,2 years,Chihuahua Shorthair Mix,,,2015,6,24,Brown,Black,
A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered,Male,7 years,Siamese Mix,,,2014,8,19,Flame Point,,
A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2015,12,6,Brown Tabby,White,
A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered,Male,3 years,Chow Chow Mix,,,2015,11,19,Red,,
A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact,Female,2 years,Domestic Shorthair Mix,,,2014,4,22,Black,,
A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed,Female,7 years,English Pointer,,,2013,12,1,Liver,White,
A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2015,5,24,White,Blue Tabby,
A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed,Female,2 years,Pit Bull Mix,,,2013,11,9,Brown,White,
A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,,Dog,Intact,Female,5 months,Boxer Mix,,,2015,8,5,Black,White,
A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered,Male,4 years,Basset Hound,Labrador Retriever,,2015,6,2,Black,White,
A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered,Male,2 years,Labrador Retriever Mix,,,2014,3,6,Buff,,
A720190,Little Missy,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed,Female,7 years,Airedale Terrier Mix,,,2016,2,7,Tricolor,,
A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered,Male,1 year,Labrador Retriever,Chow Chow,,2014,7,6,Brown,,
A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered,Male,1 month,Domestic Shorthair Mix,,,2013,12,11,Orange Tabby,White,
A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered,Male,1 month,Beagle,German Shepherd,,2015,1,31,Black,Brown,
A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered,Male,2 months,Manx Mix,,,2015,9,20,White,Black,
A713337,,2015-10-06 09:00:00,Transfer,SCRP,Cat,Intact,Female,3 years,Domestic Shorthair Mix,,,2015,10,6,Blue,,
A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed,Female,4 years,Chihuahua Shorthair,Rat Terrier,,2014,7,16,Tan,White,
A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed,Female,1 year,Pit Bull Mix,,,2013,10,19,Black,White,
A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed,Female,2 years,Flat Coat Retriever Mix,,,2015,8,2,Black,White,
A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed,Female,10 years,Cocker Spaniel,,,2015,5,28,Buff,,
A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2014,10,18,Brown Tabby,,
A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed,Female,10 years,Chihuahua Shorthair Mix,,,2015,4,11,Tan,,
A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed,Female,2 years,Domestic Longhair Mix,,,2015,7,19,Brown Tabby,White,
A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed,Female,7 years,Rat Terrier Mix,,,2014,7,21,White,Black,
A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered,Male,1 year,Border Terrier,Chihuahua Shorthair,,2014,8,25,Tan,Black,
A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered,Male,5 years,Pit Bull Mix,,,2015,9,17,Brown Brindle,White,
A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed,Female,6 years,Chihuahua Shorthair Mix,,,2015,3,23,Black,Gray,
A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,,1 week,Domestic Shorthair Mix,,,2015,8,22,Brown Tabby,,
A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed,Female,7 years,Pit Bull Mix,,,2014,7,17,Tan,White,
A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered,Male,1 year,Chihuahua Longhair Mix,,,2013,10,2,Black,,
A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered,Male,1 year,Jack Russell Terrier,Dachshund,,2014,7,10,White,Brown,
A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2015,5,3,Orange Tabby,,
A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact,Female,1 year,Domestic Shorthair Mix,,,2013,12,24,Orange Tabby,,
A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered,Male,5 years,German Shepherd,,,2014,12,3,Black,Brown,
A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed,Female,2 years,Rottweiler Mix,,,2014,8,11,Black,Tan,
A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered,Male,10 months,Siberian Husky Mix,,,2014,3,18,White,Cream,
A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact,Female,3 months,Domestic Shorthair Mix,,,2015,5,25,Black,,
A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered,Male,9 months,Cardigan Welsh Corgi,Cardigan Welsh Corgi,,2014,2,14,Fawn,White,
A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact,Female,1 month,Domestic Shorthair Mix,,,2015,9,21,Black,White,
A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,,0 years,Domestic Shorthair Mix,,,2014,4,25,Blue,,
A715761,,2015-11-10 09:00:00,Transfer,SCRP,Cat,Spayed,Female,5 years,Domestic Shorthair Mix,,,2015,11,10,Calico,,
A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed,Female,8 months,Chihuahua Shorthair Mix,,,2016,2,20,Chocolate,White,
A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact,Male,1 year,Cairn Terrier Mix,,,2015,4,30,Cream,,
A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,10,14,Orange Tabby,,
A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered,Male,3 months,Domestic Shorthair,,,2013,10,8,Black,White,
A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact,Male,14 years,Chihuahua Shorthair Mix,,,2015,4,6,Chocolate,White,
A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered,Male,7 years,Labrador Retriever Mix,,,2014,3,16,Chocolate,,
A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered,Male,2 years,Shih Tzu,,,2016,1,10,Gray,White,
A714820,Lizzie,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed,Female,6 months,Plott Hound Mix,,,2015,11,5,Brown Brindle,,
A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered,Male,11 months,Australian Shepherd Mix,,,2014,1,13,Tan,White,
A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered,Male,3 years,Chihuahua Shorthair Mix,,,2015,2,5,Tan,White,
A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact,Female,2 months,Domestic Longhair Mix,,,2014,11,7,Black,White,
A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered,Male,1 year,Labrador Retriever,Border Collie,,2014,4,27,Black,White,
A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact,Female,4 weeks,Siamese Mix,,,2014,9,29,Blue Point,,
A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered,Male,4 years,Chihuahua Shorthair Mix,,,2015,3,28,White,Brown,
A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered,Male,8 years,Domestic Medium Hair Mix,,,2013,11,27,Orange Tabby,,
A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2013,10,16,Calico,,
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed,Female,2 months,Australian Cattle Dog Mix,,,2014,11,9,Brown,White,
A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2014,8,15,Tortie,,
A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact,Male,2 years,Labrador Retriever,Great Dane,,2014,3,21,Tan,Black,
A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered,Male,6 years,Dachshund Mix,,,2014,7,17,Brown,,
A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed,Female,11 months,Boxer Mix,,,2015,8,2,Brown Brindle,White,
A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed,Female,1 year,Labrador Retriever Mix,,,2015,10,8,Tan,White,
A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered,Male,4 years,Shih Tzu,Miniature Poodle,,2013,11,23,Apricot,White,
A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered,Male,2 months,Domestic Medium Hair Mix,,,2014,9,13,Blue,White,
A716488,,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered,Male,2 years,Pit Bull Mix,,,2015,11,23,Red,,
A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed,Female,2 months,Australian Cattle Dog Mix,,,2013,11,25,Red Merle,Black,
A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered,Male,6 months,Domestic Shorthair Mix,,,2015,1,6,Black,,
A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered,Male,8 years,Domestic Shorthair Mix,,,2015,8,16,Black,White,
A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered,Male,3 years,Domestic Shorthair Mix,,,2014,2,13,Brown Tabby,,
A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered,Male,2 years,Chihuahua Shorthair Mix,,,2014,8,10,Brown,White,
A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact,Male,2 months,Australian Cattle Dog Mix,,,2014,11,7,White,Brown,
A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact,Female,3 weeks,Domestic Shorthair Mix,,,2014,9,21,Tortie,,
A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2015,6,5,Brown Tabby,,
A703630,Sheldon,2015-06-30 07:01:00,Adoption,Foster,Dog,Neutered,Male,4 years,German Shepherd Mix,,,2015,6,30,Brown,,
A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered,Male,5 years,Domestic Shorthair Mix,,,2013,12,16,Brown Tabby,White,
A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed,Female,2 years,Pointer Mix,,,2015,11,22,Chocolate,White,
A664380,,2013-10-03 15:33:00,Transfer,SCRP,Cat,Intact,Female,6 months,Domestic Medium Hair Mix,,,2013,10,3,Calico,,
A678185,,2014-05-09 19:30:00,Transfer,Partner,Dog,Spayed,Female,2 years,Miniature Poodle Mix,,,2014,5,9,Black,Gray,
A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,,Dog,Spayed,Female,10 years,Collie Smooth,Chow Chow,,2014,9,1,Sable,,
A693594,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact,Male,6 months,Domestic Shorthair Mix,,,2014,12,12,Black,White,
A675563,Socks,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2014,4,1,Calico,,
A696819,Captain,2015-02-21 17:30:00,Adoption,,Dog,Neutered,Male,6 months,Cocker Spaniel Mix,,,2015,2,21,Sable,,
A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,,Dog,Neutered,Male,8 years,Chihuahua Shorthair Mix,,,2014,1,25,Tricolor,,
A715573,,2015-11-12 12:36:00,Adoption,,Dog,Neutered,Male,6 months,Labrador Retriever Mix,,,2015,11,12,Buff,,
A685899,,2014-08-14 17:23:00,Transfer,Partner,Cat,Intact,Male,3 months,Siamese Mix,,,2014,8,14,Seal Point,,
A669510,Kimchi,2014-01-01 18:45:00,Adoption,,Dog,Spayed,Female,1 year,Rottweiler,Labrador Retriever,,2014,1,1,Black,Tan,
A697892,Bella,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed,Female,1 year,Chihuahua Shorthair Mix,,,2015,3,16,Brown,Black,
A678958,Ares,2014-05-19 18:05:00,Adoption,,Dog,Neutered,Male,2 months,Boxer Mix,,,2014,5,19,Tricolor,,
A679113,,2014-05-16 18:37:00,Transfer,Partner,Cat,Unknown,,2 weeks,Domestic Shorthair Mix,,,2014,5,16,Blue Tabby,,
A671079,,2014-01-25 18:09:00,Adoption,,Dog,Spayed,Female,2 years,Chihuahua Shorthair Mix,,,2014,1,25,Tan,,
A687180,,2014-09-08 11:53:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,9,8,Orange Tabby,White,
A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,,Cat,Neutered,Male,9 months,Domestic Shorthair Mix,,,2014,9,2,White,Brown Tabby,
A693999,,2014-12-23 14:58:00,Transfer,Partner,Dog,Spayed,Female,4 years,Rat Terrier Mix,,,2014,12,23,Black,White,
A691614,Challino,2014-11-12 18:27:00,Adoption,,Dog,Neutered,Male,4 months,German Shepherd,Siberian Husky,,2014,11,12,Red,White,
A683070,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact,Male,3 days,Domestic Shorthair Mix,,,2014,7,6,White,,
A703781,Romeo,2015-05-30 15:30:00,Transfer,Partner,Dog,Intact,Male,6 years,Dachshund,,,2015,5,30,Blue Merle,White,
A668803,Dumpling,2014-01-11 17:42:00,Adoption,Foster,Dog,Spayed,Female,2 months,Border Collie,Labrador Retriever,,2014,1,11,Black,White,
A675983,,2014-04-03 15:19:00,Transfer,SCRP,Cat,Intact,Female,8 months,Domestic Shorthair Mix,,,2014,4,3,Blue Tabby,,
A684825,Carl,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact,Male,1 month,Domestic Shorthair Mix,,,2014,8,6,Black,White,
A667828,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact,Female,4 months,Domestic Shorthair Mix,,,2013,11,26,Black,,
A707611,Belle,2015-07-31 12:56:00,Adoption,,Cat,Intact,Female,2 months,Domestic Shorthair Mix,,,2015,7,31,Torbie,,
A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,,Dog,Intact,Female,2 years,Pit Bull Mix,,,2014,5,12,Fawn,,
A675622,,2014-04-04 15:30:00,Adoption,,Dog,Neutered,Male,4 months,Collie Smooth,Labrador Retriever,,2014,4,4,Tricolor,,
A720143,,2016-02-08 19:23:00,Transfer,SCRP,Cat,Intact,Male,1 year,Domestic Shorthair Mix,,,2016,2,8,Brown Tabby,,
A701793,,2015-07-16 11:09:00,Adoption,Foster,Cat,Spayed,Female,3 months,Siamese Mix,,,2015,7,16,Lynx Point,White,
A682824,,2014-07-08 14:48:00,Transfer,Partner,Cat,Intact,Male,2 months,Domestic Shorthair Mix,,,2014,7,8,Black,White,
A711494,Celeste,2015-12-24 10:12:00,Adoption,Foster,Cat,Spayed,Female,4 months,Domestic Shorthair Mix,,,2015,12,24,Orange Tabby,White,
A686319,Jack,2015-06-14 12:01:00,Adoption,,Dog,Neutered,Male,5 years,Plott Hound,Rhod Ridgeback,,2015,6,14,Brown Brindle,,
A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,,Dog,Spayed,Female,2 years,Pit Bull Mix,,,2014,1,23,Fawn,White,
A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact,Female,2 weeks,Domestic Shorthair Mix,,,2014,7,31,Brown Tabby,,
A689449,Bizzy,2014-11-18 11:32:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Shorthair Mix,,,2014,11,18,Black,,
A715812,,2015-11-15 18:01:00,Adoption,,Dog,Spayed,Female,10 months,Chihuahua Shorthair Mix,,,2015,11,15,Tan,White,
A681003,,2014-06-17 13:27:00,Transfer,Partner,Dog,Neutered,Male,2 years,Pointer,Labrador Retriever,,2014,6,17,Black,White,
A715346,Molina,2015-11-09 17:02:00,Adoption,,Dog,Spayed,Female,10 months,Anatol Shepherd,Great Pyrenees,,2015,11,9,White,,
A683732,,2014-07-25 16:48:00,Transfer,Partner,Cat,Intact,Male,4 weeks,Domestic Shorthair Mix,,,2014,7,25,Blue,,
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered,Male,1 year,Anatol Shepherd,,,2014,6,8,Fawn,Black,
A695297,Sparkles,2015-01-19 17:53:00,Adoption,,Cat,Spayed,Female,7 months,Domestic Shorthair Mix,,,2015,1,19,Brown Tabby,White,
A695950,Laurel,2015-02-13 14:49:00,Adoption,Foster,Dog,Spayed,Female,2 years,Pit Bull Mix,,,2015,2,13,Brown,White,
A694278,Mya,2015-01-02 16:50:00,Transfer,Partner,Dog,Spayed,Female,7 years,Great Dane,,,2015,1,2,Black,White,
A707887,Firefly,2015-07-22 18:37:00,Adoption,,Cat,Neutered,Male,2 months,Domestic Shorthair Mix,,,2015,7,22,Brown Tabby,,
A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Suffering,Cat,Neutered,Male,12 years,Domestic Shorthair Mix,,,2015,8,24,Black,White,
A686918,Aimee,2014-09-02 14:51:00,Transfer,Partner,Dog,Intact,Female,3 years,Australian Cattle Dog Mix,,,2014,9,2,Tricolor,,
A693739,Lily,2014-12-19 11:23:00,Transfer,Partner,Cat,Spayed,Female,3 months,Domestic Shorthair Mix,,,2014,12,19,Black,White,
A711807,Lola,2015-10-23 18:07:00,Adoption,,Dog,Spayed,Female,2 years,Chinese Sharpei,Australian Cattle Dog,,2015,10,23,Red Tick,White,
A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,,Dog,Intact,Female,12 years,Labrador Retriever Mix,,,2014,4,22,Yellow,,
A697921,Pi,2015-03-16 12:10:00,Adoption,,Dog,Spayed,Female,1 year,Flat Coat Retriever Mix,,,2015,3,16,Black,,
A686691,,2014-08-29 16:56:00,Transfer,Partner,Dog,Neutered,Male,3 years,Labrador Retriever Mix,,,2014,8,29,Yellow,,
A678627,Qwayzar,2014-05-25 17:32:00,Adoption,,Cat,Spayed,Female,1 month,Domestic Shorthair Mix,,,2014,5,25,Calico,,
A698117,,2015-03-06 09:54:00,Transfer,Partner,Dog,Unknown,,6 days,Labrador Retriever Mix,,,2015,3,6,White,,
A656110,Clover,2013-11-22 17:54:00,Return_to_owner,,Dog,Spayed,Female,9 months,Rat Terrier Mix,,,2013,11,22,Tricolor,,
A690723,Friskie,2014-11-23 18:23:00,Adoption,,Cat,Spayed,Female,2 months,Domestic Longhair Mix,,,2014,11,23,Black,White,
A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Aggressive,Dog,Neutered,Male,2 years,Akita,Pit Bull,,2015,6,10,Tan,White,
A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered,Male,7 years,American Bulldog Mix,,,2015,12,28,White,,
